record_date,tot_pub_debt_out_amt,debt_held_public_amt,intragov_hold_amt
2023-05-11,31459051720110.08,24639687475035.30,6819364245074.78
2023-05-10,31457421959011.26,24641172605144.54,6816249353866.72
2023-05-09,31457939857155.51,24619937084187.34,6838002772968.17
2023-05-08,31457223984544.50,24627341968877.85,6829882015666.65
2023-05-05,31458774801619.75,24636096207170.77,6822678594448.98
2023-05-04,31459291842710.78,24638820908771.95,6820470933938.83
2023-05-03,31457486656663.50,24635834770776.97,6821651885886.53
2023-05-02,31457997078075.46,24620365800256.98,6837631277818.48
2023-05-01,31457398880450.85,24647679693931.41,6809719186519.44
2023-04-28,31457814648415.87,24605068022566.94,6852746625848.93
2023-04-27,31459619676179.65,24607260377321.56,6852359298858.09
2023-04-26,31458014678320.26,24609136413572.05,6848878264748.21
2023-04-25,31458521201235.23,24594031097296.96,6864490103938.27
2023-04-24,31457939840159.39,24606854923098.48,6851084917060.91
